comp,eventId,rTypeId,pos,personName,wcaId,best,average
UKC2018,333,3,53,Bill Hammill,2015HAMM01,11.21,12.28
UKC2018,clock,1,15,Bill Hammill,2015HAMM01,9.06,12.18
UKC2018,555,1,63,Bill Hammill,2015HAMM01,100.3,108.44
UKC2018,333ft,1,11,Bill Hammill,2015HAMM01,51.13,72.86
UKC2018,333oh,1,48,Bill Hammill,2015HAMM01,14.0,23.56
UKC2018,333oh,2,32,Bill Hammill,2015HAMM01,19.27,20.76
UKC2018,sq1,1,8,Bill Hammill,2015HAMM01,10.75,14.38
UKC2018,sq1,f,11,Bill Hammill,2015HAMM01,16.09,17.66
UKC2018,444,1,67,Bill Hammill,2015HAMM01,45.45,53.05
UKC2018,skewb,d,9,Bill Hammill,2015HAMM01,2.41,5.33
UKC2018,skewb,2,7,Bill Hammill,2015HAMM01,3.59,4.52
UKC2018,skewb,f,7,Bill Hammill,2015HAMM01,5.0,5.9
UKC2018,222,d,8,Bill Hammill,2015HAMM01,2.35,3.03
UKC2018,222,2,13,Bill Hammill,2015HAMM01,2.18,2.83
UKC2018,222,3,6,Bill Hammill,2015HAMM01,2.57,3.11
UKC2018,222,f,7,Bill Hammill,2015HAMM01,2.59,3.31
UKC2018,333,d,221,Bochang Lu (卢伯畅),2018LUBO01,32.05,41.72
UKC2018,222,d,182,Bochang Lu (卢伯畅),2018LUBO01,9.49,10.74
UKC2018,666,1,4,Breandan Vallance,2007VALL01,110.09,115.58
UKC2018,666,f,6,Breandan Vallance,2007VALL01,118.91,121.62
UKC2018,777,1,4,Breandan Vallance,2007VALL01,180.61,185.15
UKC2018,777,f,2,Breandan Vallance,2007VALL01,153.52,167.61
UKC2018,333,d,10,Breandan Vallance,2007VALL01,8.37,9.24
UKC2018,333,2,7,Breandan Vallance,2007VALL01,8.1,8.53
UKC2018,333,3,14,Breandan Vallance,2007VALL01,7.31,9.69
UKC2018,333,f,10,Breandan Vallance,2007VALL01,8.53,9.24
UKC2018,555,1,4,Breandan Vallance,2007VALL01,55.5,58.91
UKC2018,555,2,5,Breandan Vallance,2007VALL01,57.74,61.36
UKC2018,555,f,5,Breandan Vallance,2007VALL01,58.59,60.19
UKC2018,333oh,1,37,Breandan Vallance,2007VALL01,16.85,22.01
UKC2018,333oh,2,41,Breandan Vallance,2007VALL01,19.89,22.9
UKC2018,444,1,13,Breandan Vallance,2007VALL01,35.28,37.58
UKC2018,444,2,9,Breandan Vallance,2007VALL01,32.89,36.51
UKC2018,444,f,10,Breandan Vallance,2007VALL01,33.87,37.09
UKC2018,444bf,f,5,Callum Hales-Jepp,2012HALE01,269.56,-0.01
UKC2018,minx,1,8,Callum Hales-Jepp,2012HALE01,57.63,61.55
UKC2018,minx,f,6,Callum Hales-Jepp,2012HALE01,56.31,58.98
UKC2018,333mbf,f,4,Callum Hales-Jepp,2012HALE01,8503182.01,0.0
UKC2018,333fm,f,10,Callum Hales-Jepp,2012HALE01,0.31,35.67
UKC2018,pyram,d,23,Callum Hales-Jepp,2012HALE01,3.67,6.62
UKC2018,pyram,2,12,Callum Hales-Jepp,2012HALE01,4.06,5.51
UKC2018,pyram,f,12,Callum Hales-Jepp,2012HALE01,4.03,6.78
UKC2018,666,1,15,Callum Hales-Jepp,2012HALE01,142.54,146.5
UKC2018,555bf,f,4,Callum Hales-Jepp,2012HALE01,688.0,-0.01
UKC2018,777,1,14,Callum Hales-Jepp,2012HALE01,196.87,213.98
UKC2018,333bf,1,18,Callum Hales-Jepp,2012HALE01,78.96,100.67
UKC2018,333,d,52,Callum Hales-Jepp,2012HALE01,11.22,12.85
UKC2018,333,2,32,Callum Hales-Jepp,2012HALE01,6.99,11.15
UKC2018,333,3,32,Callum Hales-Jepp,2012HALE01,9.7,11.05
UKC2018,clock,1,4,Callum Hales-Jepp,2012HALE01,7.24,8.6
UKC2018,clock,f,9,Callum Hales-Jepp,2012HALE01,8.12,10.74
UKC2018,555,1,10,Callum Hales-Jepp,2012HALE01,62.87,68.48
UKC2018,555,2,18,Callum Hales-Jepp,2012HALE01,69.32,73.18
UKC2018,333ft,1,1,Callum Hales-Jepp,2012HALE01,29.92,35.05
UKC2018,333ft,f,3,Callum Hales-Jepp,2012HALE01,35.3,43.4
UKC2018,333oh,1,25,Callum Hales-Jepp,2012HALE01,15.81,19.3
UKC2018,333oh,2,38,Callum Hales-Jepp,2012HALE01,19.38,21.88
UKC2018,sq1,1,15,Callum Hales-Jepp,2012HALE01,16.07,18.11
UKC2018,444,1,15,Callum Hales-Jepp,2012HALE01,36.75,39.09
UKC2018,444,2,13,Callum Hales-Jepp,2012HALE01,37.35,39.6
UKC2018,skewb,d,26,Callum Hales-Jepp,2012HALE01,4.23,6.89
UKC2018,skewb,2,35,Callum Hales-Jepp,2012HALE01,4.77,7.11
UKC2018,222,d,11,Callum Hales-Jepp,2012HALE01,2.74,3.24
UKC2018,222,2,65,Callum Hales-Jepp,2012HALE01,2.73,4.63
UKC2018,minx,1,27,Cameron Jones,2017JONE14,82.52,90.33
UKC2018,pyram,d,17,Cameron Jones,2017JONE14,3.65,6.06
UKC2018,pyram,2,29,Cameron Jones,2017JONE14,6.14,6.96
UKC2018,333,d,82,Cameron Jones,2017JONE14,11.93,14.05
UKC2018,333,2,73,Cameron Jones,2017JONE14,12.42,13.17
UKC2018,333,3,57,Cameron Jones,2017JONE14,10.2,12.42
UKC2018,555,1,75,Cameron Jones,2017JONE14,108.62,117.41
UKC2018,333oh,1,63,Cameron Jones,2017JONE14,24.0,27.23
UKC2018,333oh,2,60,Cameron Jones,2017JONE14,20.27,26.4
UKC2018,sq1,1,17,Cameron Jones,2017JONE14,16.09,18.63
UKC2018,444,1,51,Cameron Jones,2017JONE14,46.16,50.02
UKC2018,skewb,d,12,Cameron Jones,2017JONE14,4.52,5.59
UKC2018,222,d,34,Cameron Jones,2017JONE14,3.17,4.24
UKC2018,222,2,21,Cameron Jones,2017JONE14,2.22,3.43
UKC2018,222,3,25,Cameron Jones,2017JONE14,3.83,4.33
UKC2018,333,d,228,Cameron Morris,2018MORR11,42.83,51.29
UKC2018,222,d,205,Cameron Morris,2018MORR11,13.43,46.13
UKC2018,pyram,d,70,Charlie Edward Owens,2018OWEN02,5.37,10.09
UKC2018,333,d,138,Charlie Edward Owens,2018OWEN02,17.33,19.67
UKC2018,skewb,d,65,Charlie Edward Owens,2018OWEN02,7.24,10.48
UKC2018,222,d,135,Charlie Edward Owens,2018OWEN02,4.07,6.9
UKC2018,444bf,f,16,Charlie Harrison,2017HARR08,-0.01,-0.01
UKC2018,pyram,d,35,Charlie Harrison,2017HARR08,4.82,7.57
UKC2018,pyram,2,32,Charlie Harrison,2017HARR08,5.84,7.05
UKC2018,555bf,f,8,Charlie Harrison,2017HARR08,-0.01,-0.01
UKC2018,333bf,1,5,Charlie Harrison,2017HARR08,38.24,-0.01
UKC2018,333bf,f,3,Charlie Harrison,2017HARR08,37.11,41.45
UKC2018,333,d,20,Charlie Harrison,2017HARR08,9.11,10.1
UKC2018,333,2,38,Charlie Harrison,2017HARR08,9.79,11.55
UKC2018,333,3,31,Charlie Harrison,2017HARR08,9.33,10.99
UKC2018,555,1,72,Charlie Harrison,2017HARR08,102.02,113.86
UKC2018,333oh,1,20,Charlie Harrison,2017HARR08,16.67,18.74
UKC2018,333oh,2,26,Charlie Harrison,2017HARR08,18.97,19.53
UKC2018,444,1,43,Charlie Harrison,2017HARR08,44.32,48.26
UKC2018,skewb,d,15,Charlie Harrison,2017HARR08,4.27,5.82
UKC2018,skewb,2,8,Charlie Harrison,2017HARR08,2.56,4.88
UKC2018,skewb,f,11,Charlie Harrison,2017HARR08,6.02,6.76
UKC2018,222,d,43,Charlie Harrison,2017HARR08,3.64,4.5
UKC2018,222,2,74,Charlie Harrison,2017HARR08,4.08,4.81
UKC2018,pyram,d,61,Charlie Haywood,2018HAYW02,6.74,9.41
UKC2018,pyram,2,76,Charlie Haywood,2018HAYW02,6.52,11.05
UKC2018,333,d,165,Charlie Haywood,2018HAYW02,21.15,23.13
UKC2018,skewb,d,129,Charlie Haywood,2018HAYW02,11.18,21.5
UKC2018,222,d,181,Charlie Haywood,2018HAYW02,7.6,10.64
UKC2018,minx,1,21,Charlie Stark,2014STAR05,75.25,79.65
UKC2018,333fm,f,6,Charlie Stark,2014STAR05,0.24,30.33
UKC2018,pyram,d,24,Charlie Stark,2014STAR05,5.14,6.64
UKC2018,pyram,2,21,Charlie Stark,2014STAR05,4.57,6.4
UKC2018,666,1,38,Charlie Stark,2014STAR05,195.04,206.54
UKC2018,777,1,31,Charlie Stark,2014STAR05,290.68,296.02
UKC2018,333bf,1,27,Charlie Stark,2014STAR05,135.44,-0.01
UKC2018,333,d,24,Charlie Stark,2014STAR05,8.02,10.57
UKC2018,333,2,63,Charlie Stark,2014STAR05,10.01,12.59
UKC2018,333,3,27,Charlie Stark,2014STAR05,8.66,10.88
UKC2018,clock,1,8,Charlie Stark,2014STAR05,7.75,10.78
UKC2018,clock,f,6,Charlie Stark,2014STAR05,8.17,9.25
UKC2018,555,1,45,Charlie Stark,2014STAR05,79.68,91.3
UKC2018,333ft,1,4,Charlie Stark,2014STAR05,39.55,45.69
UKC2018,333ft,f,5,Charlie Stark,2014STAR05,48.01,50.56
UKC2018,333oh,1,21,Charlie Stark,2014STAR05,15.78,18.8
UKC2018,333oh,2,19,Charlie Stark,2014STAR05,16.78,18.24
UKC2018,sq1,1,1,Charlie Stark,2014STAR05,8.08,9.21
UKC2018,sq1,f,1,Charlie Stark,2014STAR05,7.21,9.9
UKC2018,444,1,50,Charlie Stark,2014STAR05,42.35,49.78
UKC2018,skewb,d,24,Charlie Stark,2014STAR05,4.27,6.75
UKC2018,skewb,2,16,Charlie Stark,2014STAR05,3.1,5.83
UKC2018,222,d,31,Charlie Stark,2014STAR05,2.48,4.11
UKC2018,222,2,48,Charlie Stark,2014STAR05,3.02,4.28
UKC2018,444bf,f,16,Cheung-Hao Tu,2016TUCH02,-0.01,-0.01
UKC2018,minx,1,42,Cheung-Hao Tu,2016TUCH02,97.25,111.24
UKC2018,333fm,f,15,Cheung-Hao Tu,2016TUCH02,0.4,42.33
UKC2018,pyram,d,159,Cheung-Hao Tu,2016TUCH02,17.54,23.03
UKC2018,666,1,36,Cheung-Hao Tu,2016TUCH02,189.34,204.35
UKC2018,777,1,40,Cheung-Hao Tu,2016TUCH02,330.2,351.05
UKC2018,333bf,1,36,Cheung-Hao Tu,2016TUCH02,-0.01,-0.01
UKC2018,333,d,74,Cheung-Hao Tu,2016TUCH02,12.75,13.68
UKC2018,333,2,88,Cheung-Hao Tu,2016TUCH02,13.27,14.63
UKC2018,clock,1,28,Cheung-Hao Tu,2016TUCH02,16.5,19.78
UKC2018,555,1,68,Cheung-Hao Tu,2016TUCH02,107.38,112.32
UKC2018,333oh,1,33,Cheung-Hao Tu,2016TUCH02,15.64,21.53
UKC2018,333oh,2,34,Cheung-Hao Tu,2016TUCH02,19.31,21.39
UKC2018,444,1,65,Cheung-Hao Tu,2016TUCH02,51.51,52.62
UKC2018,skewb,d,109,Cheung-Hao Tu,2016TUCH02,11.54,16.16
UKC2018,222,d,158,Cheung-Hao Tu,2016TUCH02,5.2,8.03
UKC2018,minx,1,11,Chong Jen Foong (莊振峰),2017FOON01,58.03,64.45
UKC2018,minx,f,12,Chong Jen Foong (莊振峰),2017FOON01,65.2,75.9
UKC2018,333fm,f,39,Chong Jen Foong (莊振峰),2017FOON01,0.45,-0.01
UKC2018,pyram,d,168,Chong Jen Foong (莊振峰),2017FOON01,5.92,-0.01
UKC2018,333bf,1,36,Chong Jen Foong (莊振峰),2017FOON01,-0.01,-0.01
UKC2018,333,d,113,Chong Jen Foong (莊振峰),2017FOON01,13.33,16.26
UKC2018,333,2,95,Chong Jen Foong (莊振峰),2017FOON01,14.14,15.18
UKC2018,333oh,1,110,Chong Jen Foong (莊振峰),2017FOON01,36.74,51.32
UKC2018,444,1,115,Chong Jen Foong (莊振峰),2017FOON01,64.91,78.44
UKC2018,skewb,d,107,Chong Jen Foong (莊振峰),2017FOON01,11.91,15.9
UKC2018,222,d,151,Chong Jen Foong (莊振峰),2017FOON01,6.23,7.72
UKC2018,minx,1,20,Chris Mills,2014MILL04,78.4,79.58
UKC2018,333fm,f,45,Chris Mills,2014MILL04,-0.01,-0.01
UKC2018,pyram,d,16,Chris Mills,2014MILL04,4.87,5.97
UKC2018,pyram,2,5,Chris Mills,2014MILL04,4.58,4.76
UKC2018,pyram,f,10,Chris Mills,2014MILL04,3.88,5.24
UKC2018,666,1,47,Chris Mills,2014MILL04,213.5,240.66
UKC2018,333bf,1,32,Chris Mills,2014MILL04,196.29,-0.01
UKC2018,333,d,28,Chris Mills,2014MILL04,8.95,10.88
UKC2018,333,2,10,Chris Mills,2014MILL04,7.97,8.98
UKC2018,333,3,7,Chris Mills,2014MILL04,7.52,8.67
UKC2018,333,f,12,Chris Mills,2014MILL04,7.1,9.68
UKC2018,clock,1,37,Chris Mills,2014MILL04,11.88,-0.01
UKC2018,555,1,53,Chris Mills,2014MILL04,84.66,96.57
UKC2018,333ft,1,14,Chris Mills,2014MILL04,107.36,139.75
UKC2018,333oh,1,67,Chris Mills,2014MILL04,21.15,27.94
UKC2018,333oh,2,30,Chris Mills,2014MILL04,14.83,20.37
UKC2018,sq1,1,34,Chris Mills,2014MILL04,25.02,29.69
UKC2018,444,1,34,Chris Mills,2014MILL04,43.25,45.28
UKC2018,444,2,34,Chris Mills,2014MILL04,43.65,46.82
UKC2018,skewb,d,6,Chris Mills,2014MILL04,2.64,4.06
UKC2018,skewb,2,34,Chris Mills,2014MILL04,4.31,7.08
UKC2018,222,d,42,Chris Mills,2014MILL04,3.16,4.41
UKC2018,222,2,22,Chris Mills,2014MILL04,2.83,3.43
UKC2018,222,3,18,Chris Mills,2014MILL04,3.41,3.9
UKC2018,minx,1,50,Chris Wright,2011WRIG01,111.45,137.49
UKC2018,333fm,f,45,Chris Wright,2011WRIG01,-0.01,-0.01
UKC2018,pyram,d,152,Chris Wright,2011WRIG01,9.73,18.94
UKC2018,666,1,39,Chris Wright,2011WRIG01,199.95,210.62
UKC2018,777,1,38,Chris Wright,2011WRIG01,307.4,332.74
UKC2018,333,d,103,Chris Wright,2011WRIG01,14.39,15.47
UKC2018,333,2,108,Chris Wright,2011WRIG01,14.64,16.28
UKC2018,clock,1,25,Chris Wright,2011WRIG01,14.28,18.04
UKC2018,555,1,65,Chris Wright,2011WRIG01,100.44,109.24
UKC2018,333oh,1,103,Chris Wright,2011WRIG01,34.1,38.97
UKC2018,444,1,94,Chris Wright,2011WRIG01,58.21,65.08
UKC2018,skewb,d,104,Chris Wright,2011WRIG01,8.56,15.53
UKC2018,222,d,171,Chris Wright,2011WRIG01,5.98,9.1
UKC2018,444bf,f,12,Christopher Morris,2013MORR03,423.63,-0.01
UKC2018,pyram,d,97,Christopher Morris,2013MORR03,9.24,12.22
UKC2018,666,1,24,Christopher Morris,2013MORR03,153.17,166.29
UKC2018,777,1,21,Christopher Morris,2013MORR03,244.38,255.4
UKC2018,333bf,1,3,Christopher Morris,2013MORR03,24.82,-0.01
UKC2018,333bf,f,2,Christopher Morris,2013MORR03,28.27,-0.01
UKC2018,333,d,71,Christopher Morris,2013MORR03,10.66,13.6
UKC2018,333,2,41,Christopher Morris,2013MORR03,10.46,11.66
UKC2018,333,3,20,Christopher Morris,2013MORR03,8.9,10.31
UKC2018,clock,1,34,Christopher Morris,2013MORR03,9.59,-0.01
UKC2018,555,1,18,Christopher Morris,2013MORR03,69.07,73.58
UKC2018,555,2,20,Christopher Morris,2013MORR03,66.17,74.68
UKC2018,444,1,22,Christopher Morris,2013MORR03,40.63,42.52
UKC2018,444,2,22,Christopher Morris,2013MORR03,37.73,42.0
UKC2018,222,d,89,Christopher Morris,2013MORR03,4.8,5.58
UKC2018,222,2,93,Christopher Morris,2013MORR03,4.59,5.22
UKC2018,minx,1,10,Ciarán Beahan,2012BEAH01,58.46,64.42
UKC2018,minx,f,11,Ciarán Beahan,2012BEAH01,58.63,66.53
UKC2018,pyram,d,7,Ciarán Beahan,2012BEAH01,3.44,4.5
UKC2018,pyram,2,11,Ciarán Beahan,2012BEAH01,3.83,5.33
UKC2018,pyram,f,6,Ciarán Beahan,2012BEAH01,3.19,4.32
UKC2018,666,1,1,Ciarán Beahan,2012BEAH01,91.7,96.06
UKC2018,666,f,1,Ciarán Beahan,2012BEAH01,84.97,92.2
UKC2018,777,1,1,Ciarán Beahan,2012BEAH01,122.7,131.66
UKC2018,777,f,1,Ciarán Beahan,2012BEAH01,131.7,137.84
UKC2018,333bf,1,36,Ciarán Beahan,2012BEAH01,-0.01,-0.01
UKC2018,333,d,6,Ciarán Beahan,2012BEAH01,7.79,8.68
UKC2018,333,2,4,Ciarán Beahan,2012BEAH01,7.13,7.78
UKC2018,333,3,3,Ciarán Beahan,2012BEAH01,7.36,7.8
UKC2018,333,f,2,Ciarán Beahan,2012BEAH01,6.31,7.83
UKC2018,555,1,1,Ciarán Beahan,2012BEAH01,44.5,50.33
UKC2018,555,2,2,Ciarán Beahan,2012BEAH01,43.85,50.19
UKC2018,555,f,2,Ciarán Beahan,2012BEAH01,45.75,47.94
UKC2018,333ft,1,6,Ciarán Beahan,2012BEAH01,46.2,54.19
UKC2018,333oh,1,9,Ciarán Beahan,2012BEAH01,12.14,15.44
UKC2018,333oh,2,13,Ciarán Beahan,2012BEAH01,12.34,16.28
UKC2018,sq1,1,19,Ciarán Beahan,2012BEAH01,14.36,19.04
UKC2018,444,1,2,Ciarán Beahan,2012BEAH01,24.42,28.37
UKC2018,444,2,21,Ciarán Beahan,2012BEAH01,24.71,41.85
UKC2018,skewb,d,39,Ciarán Beahan,2012BEAH01,3.3,7.73
UKC2018,222,d,20,Ciarán Beahan,2012BEAH01,2.56,3.52
UKC2018,222,2,17,Ciarán Beahan,2012BEAH01,2.35,3.28
UKC2018,222,3,16,Ciarán Beahan,2012BEAH01,2.46,3.86
UKC2018,minx,1,47,Colm Fitz,2017FITZ01,107.8,116.13
UKC2018,333,d,121,Colm Fitz,2017FITZ01,15.95,17.41
UKC2018,333,2,129,Colm Fitz,2017FITZ01,17.59,18.48
UKC2018,555,1,70,Colm Fitz,2017FITZ01,102.82,113.53
UKC2018,333oh,1,107,Colm Fitz,2017FITZ01,32.0,41.98
UKC2018,444,1,101,Colm Fitz,2017FITZ01,56.92,68.82
UKC2018,skewb,d,78,Colm Fitz,2017FITZ01,5.84,11.63
UKC2018,222,d,125,Colm Fitz,2017FITZ01,5.18,6.37
UKC2018,pyram,d,69,Conor Sheridan,2012SHER01,9.27,10.02
UKC2018,pyram,2,58,Conor Sheridan,2012SHER01,7.12,8.65
UKC2018,333,d,73,Conor Sheridan,2012SHER01,11.27,13.65
UKC2018,333,2,71,Conor Sheridan,2012SHER01,11.07,13.01
UKC2018,333,3,74,Conor Sheridan,2012SHER01,11.41,13.92
UKC2018,555,1,76,Conor Sheridan,2012SHER01,110.4,118.72
UKC2018,333oh,1,47,Conor Sheridan,2012SHER01,21.76,23.29
UKC2018,333oh,2,71,Conor Sheridan,2012SHER01,25.25,29.75
UKC2018,444,1,59,Conor Sheridan,2012SHER01,49.8,51.65
UKC2018,skewb,d,34,Conor Sheridan,2012SHER01,3.29,7.49
UKC2018,skewb,2,19,Conor Sheridan,2012SHER01,4.95,5.98
UKC2018,222,d,28,Conor Sheridan,2012SHER01,3.33,3.93
UKC2018,222,2,53,Conor Sheridan,2012SHER01,2.31,4.32
UKC2018,444bf,f,16,Cormac Farrell,2016FARR01,-0.01,-0.01
UKC2018,minx,1,5,Cormac Farrell,2016FARR01,51.93,56.84
UKC2018,minx,f,5,Cormac Farrell,2016FARR01,52.29,54.94
UKC2018,333fm,f,33,Cormac Farrell,2016FARR01,0.39,-0.01
UKC2018,pyram,d,12,Cormac Farrell,2016FARR01,4.11,5.61
UKC2018,pyram,2,10,Cormac Farrell,2016FARR01,4.92,5.29
UKC2018,pyram,f,8,Cormac Farrell,2016FARR01,3.66,4.9
UKC2018,666,1,49,Cormac Farrell,2016FARR01,173.41,-0.01
UKC2018,555bf,f,8,Cormac Farrell,2016FARR01,-0.01,-0.01
UKC2018,777,1,17,Cormac Farrell,2016FARR01,237.99,245.86
UKC2018,333bf,1,36,Cormac Farrell,2016FARR01,-0.01,-0.01
UKC2018,333,d,58,Cormac Farrell,2016FARR01,11.02,13.07
UKC2018,333,2,47,Cormac Farrell,2016FARR01,10.52,11.91
UKC2018,333,3,40,Cormac Farrell,2016FARR01,10.58,11.34
UKC2018,555,1,26,Cormac Farrell,2016FARR01,69.87,79.69
UKC2018,555,2,25,Cormac Farrell,2016FARR01,76.08,79.6
UKC2018,333oh,1,76,Cormac Farrell,2016FARR01,26.41,29.76
UKC2018,333oh,2,65,Cormac Farrell,2016FARR01,24.09,28.27
UKC2018,sq1,1,12,Cormac Farrell,2016FARR01,12.2,17.03
UKC2018,sq1,f,12,Cormac Farrell,2016FARR01,15.2,17.89
UKC2018,444,1,24,Cormac Farrell,2016FARR01,39.78,42.96
UKC2018,444,2,29,Cormac Farrell,2016FARR01,39.51,44.37
UKC2018,skewb,d,21,Cormac Farrell,2016FARR01,3.21,6.54
UKC2018,skewb,2,22,Cormac Farrell,2016FARR01,3.65,6.3
UKC2018,222,d,22,Cormac Farrell,2016FARR01,3.04,3.72
UKC2018,222,2,29,Cormac Farrell,2016FARR01,3.03,3.73
UKC2018,222,3,35,Cormac Farrell,2016FARR01,3.76,5.22
UKC2018,333,d,5,Cornelius Dieckmann,2009DIEC01,7.21,8.61
UKC2018,333,2,2,Cornelius Dieckmann,2009DIEC01,6.26,7.5
UKC2018,333,3,5,Cornelius Dieckmann,2009DIEC01,7.07,8.02
UKC2018,333,f,4,Cornelius Dieckmann,2009DIEC01,6.84,7.99
UKC2018,555,1,13,Cornelius Dieckmann,2009DIEC01,64.55,69.65
UKC2018,555,2,10,Cornelius Dieckmann,2009DIEC01,64.7,69.35
UKC2018,555,f,9,Cornelius Dieckmann,2009DIEC01,63.05,66.72
UKC2018,333oh,1,1,Cornelius Dieckmann,2009DIEC01,11.95,14.23
UKC2018,333oh,2,3,Cornelius Dieckmann,2009DIEC01,9.85,13.76
UKC2018,333oh,f,1,Cornelius Dieckmann,2009DIEC01,10.38,12.38
UKC2018,444,1,16,Cornelius Dieckmann,2009DIEC01,34.37,40.13
UKC2018,444,2,12,Cornelius Dieckmann,2009DIEC01,32.27,37.45
UKC2018,444,f,9,Cornelius Dieckmann,2009DIEC01,30.91,36.84
UKC2018,222,d,18,Cornelius Dieckmann,2009DIEC01,1.46,3.44
UKC2018,222,2,38,Cornelius Dieckmann,2009DIEC01,2.46,4.02
UKC2018,222,3,8,Cornelius Dieckmann,2009DIEC01,2.74,3.33
UKC2018,222,f,8,Cornelius Dieckmann,2009DIEC01,1.74,3.32
UKC2018,333bf,1,24,Daniel Mason,2015MASO04,126.0,-0.01
UKC2018,333,d,87,Daniel Mason,2015MASO04,12.23,14.15
UKC2018,333,2,97,Daniel Mason,2015MASO04,12.02,15.43
UKC2018,333oh,1,66,Daniel Mason,2015MASO04,21.8,27.69
UKC2018,333oh,2,66,Daniel Mason,2015MASO04,23.32,28.49
UKC2018,222,d,134,Daniel Mason,2015MASO04,6.26,6.89
UKC2018,minx,1,16,Daniel Sheppard,2009SHEP01,61.96,70.12
UKC2018,333fm,f,1,Daniel Sheppard,2009SHEP01,0.24,27.0
UKC2018,pyram,d,29,Daniel Sheppard,2009SHEP01,4.1,7.05
UKC2018,pyram,2,4,Daniel Sheppard,2009SHEP01,2.96,4.47
UKC2018,pyram,f,2,Daniel Sheppard,2009SHEP01,2.46,3.65
UKC2018,666,1,8,Daniel Sheppard,2009SHEP01,121.02,129.42
UKC2018,666,f,10,Daniel Sheppard,2009SHEP01,124.48,135.1
UKC2018,777,1,9,Daniel Sheppard,2009SHEP01,199.9,206.76
UKC2018,777,f,6,Daniel Sheppard,2009SHEP01,185.98,191.48
UKC2018,333,d,36,Daniel Sheppard,2009SHEP01,9.44,11.76
UKC2018,333,2,48,Daniel Sheppard,2009SHEP01,10.13,12.0
UKC2018,333,3,35,Daniel Sheppard,2009SHEP01,9.92,11.2
UKC2018,clock,1,3,Daniel Sheppard,2009SHEP01,7.47,8.36
UKC2018,clock,f,3,Daniel Sheppard,2009SHEP01,7.2,8.05
UKC2018,555,1,15,Daniel Sheppard,2009SHEP01,64.44,70.57
UKC2018,555,2,19,Daniel Sheppard,2009SHEP01,66.92,74.67
UKC2018,333oh,1,27,Daniel Sheppard,2009SHEP01,17.03,19.8
UKC2018,333oh,2,18,Daniel Sheppard,2009SHEP01,14.83,17.8
UKC2018,444,1,7,Daniel Sheppard,2009SHEP01,33.36,36.35
UKC2018,444,2,16,Daniel Sheppard,2009SHEP01,37.44,40.33
UKC2018,444bf,f,9,Daniel Tidsey,2016TIDS01,358.25,402.69
UKC2018,pyram,d,18,Daniel Tidsey,2016TIDS01,4.78,6.34
UKC2018,pyram,2,14,Daniel Tidsey,2016TIDS01,3.77,5.6
UKC2018,333bf,1,8,Daniel Tidsey,2016TIDS01,50.44,-0.01
UKC2018,333bf,f,8,Daniel Tidsey,2016TIDS01,-0.01,-0.01
UKC2018,333,d,16,Daniel Tidsey,2016TIDS01,9.37,9.84
UKC2018,333,2,25,Daniel Tidsey,2016TIDS01,8.32,10.81
UKC2018,333,3,21,Daniel Tidsey,2016TIDS01,7.71,10.33
UKC2018,555,1,28,Daniel Tidsey,2016TIDS01,75.06,81.66
UKC2018,555,2,39,Daniel Tidsey,2016TIDS01,90.02,94.26
UKC2018,333oh,1,26,Daniel Tidsey,2016TIDS01,16.54,19.68
UKC2018,333oh,2,27,Daniel Tidsey,2016TIDS01,18.21,19.68
UKC2018,444,1,35,Daniel Tidsey,2016TIDS01,39.46,45.48
UKC2018,444,2,33,Daniel Tidsey,2016TIDS01,46.12,46.63
UKC2018,skewb,d,1,Daniel Tidsey,2016TIDS01,2.99,3.25
UKC2018,skewb,2,6,Daniel Tidsey,2016TIDS01,2.92,4.29
UKC2018,skewb,f,5,Daniel Tidsey,2016TIDS01,3.02,4.07
UKC2018,222,d,13,Daniel Tidsey,2016TIDS01,2.23,3.26
UKC2018,222,2,16,Daniel Tidsey,2016TIDS01,1.71,3.27
UKC2018,222,3,13,Daniel Tidsey,2016TIDS01,2.18,3.51
UKC2018,minx,1,35,David Lim,2010LIMD01,85.51,96.35
UKC2018,333fm,f,41,David Lim,2010LIMD01,0.51,-0.01
UKC2018,pyram,d,31,David Lim,2010LIMD01,5.25,7.21
UKC2018,pyram,2,25,David Lim,2010LIMD01,6.01,6.72
UKC2018,666,1,31,David Lim,2010LIMD01,182.81,189.18
UKC2018,777,1,28,David Lim,2010LIMD01,273.93,286.02
UKC2018,333,d,97,David Lim,2010LIMD01,13.58,14.96
UKC2018,333,2,87,David Lim,2010LIMD01,12.28,14.48
UKC2018,clock,1,13,David Lim,2010LIMD01,10.56,11.65
UKC2018,555,1,47,David Lim,2010LIMD01,88.57,92.44
UKC2018,333oh,1,36,David Lim,2010LIMD01,20.77,21.99
UKC2018,333oh,2,33,David Lim,2010LIMD01,17.26,21.18
UKC2018,sq1,1,33,David Lim,2010LIMD01,22.39,29.13
UKC2018,444,1,70,David Lim,2010LIMD01,50.93,53.57
UKC2018,skewb,d,85,David Lim,2010LIMD01,11.18,12.86
UKC2018,222,d,106,David Lim,2010LIMD01,5.31,5.79
UKC2018,222,2,86,David Lim,2010LIMD01,4.63,5.02
UKC2018,333mbf,f,16,Deni Mintsaev (Дени Минцаев),2013MINT01,-0.01,0.0
UKC2018,666,1,51,Deni Mintsaev (Дени Минцаев),2013MINT01,267.1,-0.01
